"","V11","V1","V2","V5"
"1",39900343,"2022/01/01","00:04:07.65",1
"2",39900367,"2022/01/01","00:08:48.73",1.61
"3",39900383,"2022/01/01","01:31:41.21",1.85
"4",39900391,"2022/01/01","01:48:56.49",1.64
"5",39900399,"2022/01/01","02:05:50.55",1.2
"6",39900439,"2022/01/01","05:23:57.61",1.79
"7",39900447,"2022/01/01","05:45:55.08",1.34
"8",39900455,"2022/01/01","06:02:14.41",1.39
"9",39900471,"2022/01/01","06:07:53.85",0.89
"10",39900479,"2022/01/01","06:26:43.14",1.59
"11",39900487,"2022/01/01","06:30:11.83",1.72
"12",39900503,"2022/01/01","07:10:40.76",1.45
"13",39900511,"2022/01/01","08:07:21.14",0.96
"14",39900519,"2022/01/01","09:20:54.29",1.14
"15",39900527,"2022/01/01","09:23:15.20",1.23
"16",39900535,"2022/01/01","09:58:38.30",1.09
"17",39900543,"2022/01/01","10:40:50.39",1.16
"18",39900551,"2022/01/01","11:14:58.83",0.68
"19",39900567,"2022/01/01","12:21:33.32",0.5
"20",39900583,"2022/01/01","13:04:54.33",0.65
"21",39900591,"2022/01/01","14:36:34.66",0.72
"22",39900599,"2022/01/01","14:43:49.68",0.72
"23",39900607,"2022/01/01","14:47:49.72",1.71
"24",39900623,"2022/01/01","15:39:21.64",1.04
"25",39900639,"2022/01/01","16:42:09.35",1.68
"26",39900655,"2022/01/01","17:41:32.25",0.06
"27",39900671,"2022/01/01","18:20:06.80",1.37
"28",39900687,"2022/01/01","18:46:13.68",1.48
"29",39900727,"2022/01/01","21:26:13.49",0.62
"30",39900735,"2022/01/01","21:31:53.61",0.86
"31",39900743,"2022/01/01","21:35:15.74",1.15
"32",39900751,"2022/01/01","21:40:55.94",0.66
"33",39900759,"2022/01/01","21:45:03.47",0.69
"34",39900799,"2022/01/01","23:51:24.19",1.58
"35",39900807,"2022/01/02","00:16:14.08",2.28
"36",39900815,"2022/01/02","01:15:49.73",0.75
"37",39900823,"2022/01/02","01:26:00.88",0.82
"38",39900831,"2022/01/02","01:33:49.59",0.62
"39",39900839,"2022/01/02","01:38:07.32",0.96
"40",39900847,"2022/01/02","01:47:26.12",0.36
"41",39900871,"2022/01/02","03:02:43.27",1.97
"42",39900895,"2022/01/02","03:31:57.83",0.47
"43",39900903,"2022/01/02","03:33:49.15",0.35
"44",39900911,"2022/01/02","04:41:14.12",1
"45",39900919,"2022/01/02","04:46:40.15",0.73
"46",39900927,"2022/01/02","05:16:57.48",1.21
"47",39900943,"2022/01/02","05:50:59.30",0.68
"48",37376796,"2022/01/02","05:51:14.86",0.71
"49",39900959,"2022/01/02","06:01:51.74",0.48
"50",39900991,"2022/01/02","08:30:30.07",0.38
"51",37376804,"2022/01/02","08:30:44.34",0.06
"52",39900999,"2022/01/02","09:15:07.54",1.25
"53",39901007,"2022/01/02","09:51:44.82",0.33
"54",39901015,"2022/01/02","10:16:25.89",0.9
"55",39901023,"2022/01/02","10:25:41.68",0.86
"56",39901031,"2022/01/02","11:49:05.71",1.86
"57",39901039,"2022/01/02","12:29:37.81",0.61
"58",39901047,"2022/01/02","12:36:18.87",0.72
"59",39901055,"2022/01/02","12:37:18.36",1.97
"60",39901063,"2022/01/02","12:49:17.17",0.5
"61",39901087,"2022/01/02","13:13:23.77",1.28
"62",39901127,"2022/01/02","14:09:57.43",0.57
"63",39901135,"2022/01/02","14:13:47.69",0.52
"64",39901167,"2022/01/02","16:19:23.02",0.7
"65",39901207,"2022/01/02","18:28:38.67",1.43
"66",39901239,"2022/01/02","19:12:01.63",1.15
"67",39901247,"2022/01/02","19:30:32.87",1.01
"68",39901263,"2022/01/02","20:00:34.86",1.15
"69",39901279,"2022/01/02","20:31:57.81",1.18
"70",39901295,"2022/01/02","20:44:44.03",0.81
"71",39901303,"2022/01/02","20:51:03.41",0.98
"72",39901311,"2022/01/02","20:52:22.50",0.65
"73",39901319,"2022/01/02","20:56:12.53",1.76
"74",39901343,"2022/01/02","22:04:29.19",1.05
"75",39901359,"2022/01/02","22:37:31.07",0.85
"76",39901367,"2022/01/02","23:03:27.17",0.76
"77",39901383,"2022/01/02","23:25:46.02",1.83
"78",39901391,"2022/01/02","23:27:45.92",2.36
"79",39901407,"2022/01/02","23:29:36.58",0.39
"80",39901415,"2022/01/02","23:36:16.73",0.72
"81",39901431,"2022/01/03","00:01:26.45",0.73
"82",39901455,"2022/01/03","00:39:00.49",0.32
"83",37376300,"2022/01/03","00:39:10.42",0.12
"84",39901471,"2022/01/03","01:17:08.92",0.8
"85",39901479,"2022/01/03","01:33:27.31",0.8
"86",39901487,"2022/01/03","01:52:27.61",0.84
"87",39901495,"2022/01/03","02:03:34.59",0.45
"88",39901519,"2022/01/03","02:34:48.20",3.92
"89",39901535,"2022/01/03","02:56:38.91",0.85
"90",39901543,"2022/01/03","03:02:30.17",2.95
"91",39901551,"2022/01/03","03:02:41.54",1.25
"92",39901559,"2022/01/03","03:13:10.86",0.79
"93",39901567,"2022/01/03","03:16:11.00",1.13
"94",39901575,"2022/01/03","03:33:08.85",1.19
"95",39901583,"2022/01/03","03:43:06.66",1.59
"96",39901591,"2022/01/03","03:49:45.19",0.48
"97",39901607,"2022/01/03","04:10:32.01",0.89
"98",37376764,"2022/01/03","04:11:02.72",1.3
"99",39901639,"2022/01/03","04:44:10.85",0.37
"100",39901647,"2022/01/03","05:02:51.47",1.32
"101",39901663,"2022/01/03","07:04:56.21",1.94
"102",39901671,"2022/01/03","07:39:28.45",0.68
"103",39901679,"2022/01/03","08:13:41.26",0.69
"104",39901687,"2022/01/03","08:20:50.16",0.57
"105",37376772,"2022/01/03","09:40:17.29",0.96
"106",39901695,"2022/01/03","09:40:36.04",1.54
"107",37376780,"2022/01/03","09:40:56.07",1.07
"108",39901703,"2022/01/03","09:41:18.11",1.56
"109",37376788,"2022/01/03","09:41:23.79",1.36
"110",39901711,"2022/01/03","10:19:19.63",1.44
"111",39901719,"2022/01/03","12:09:37.40",1.34
"112",39901727,"2022/01/03","12:15:13.65",0.61
"113",39901759,"2022/01/03","13:33:28.70",1.03
"114",39901799,"2022/01/03","14:57:42.43",0.92
"115",39901855,"2022/01/03","16:03:06.42",0.59
"116",39901863,"2022/01/03","16:04:45.32",1.01
"117",39901895,"2022/01/03","16:13:34.51",0.36
"118",39901919,"2022/01/03","16:37:35.92",1.14
"119",39901991,"2022/01/03","17:22:40.63",1.27
"120",39902079,"2022/01/03","19:26:18.01",0.87
"121",39902143,"2022/01/03","21:06:00.64",0.99
"122",39902231,"2022/01/03","22:42:30.18",1.47
"123",39902303,"2022/01/04","00:42:59.76",0.49
"124",39902311,"2022/01/04","01:07:37.14",1.38
"125",39902319,"2022/01/04","01:18:45.16",0.65
"126",39902335,"2022/01/04","02:34:11.50",0.54
"127",39902351,"2022/01/04","03:04:12.36",0.58
"128",39902359,"2022/01/04","04:19:20.97",0.96
"129",39902367,"2022/01/04","04:40:29.47",1.76
"130",39902383,"2022/01/04","05:07:20.58",1.24
"131",39902391,"2022/01/04","06:12:45.78",0.99
"132",39902399,"2022/01/04","06:22:35.53",0.83
"133",39902407,"2022/01/04","06:48:50.49",0.94
"134",39902415,"2022/01/04","08:59:53.74",0.66
"135",39902423,"2022/01/04","09:01:03.97",0.47
"136",39902431,"2022/01/04","09:05:04.52",2
"137",39902447,"2022/01/04","09:35:29.09",0.87
"138",39902455,"2022/01/04","09:46:34.59",1.86
"139",39902479,"2022/01/04","12:42:19.81",2.08
"140",39902487,"2022/01/04","13:28:23.87",0.64
"141",39902535,"2022/01/04","15:01:55.92",1.17
"142",39902543,"2022/01/04","15:05:43.93",1.38
"143",39902583,"2022/01/04","15:55:15.06",1.85
"144",39902591,"2022/01/04","16:03:45.67",0.17
"145",39902599,"2022/01/04","16:17:01.94",1.11
"146",39902607,"2022/01/04","16:26:21.64",1.06
"147",39902615,"2022/01/04","16:38:43.25",1.79
"148",39902623,"2022/01/04","16:45:24.02",1.38
"149",39902631,"2022/01/04","17:08:47.88",1.39
"150",39902647,"2022/01/04","17:23:05.88",1.13
"151",39902679,"2022/01/04","18:17:35.29",0.72
"152",39902687,"2022/01/04","18:26:28.50",1.72
"153",39902743,"2022/01/04","19:28:34.99",1.36
"154",39902759,"2022/01/04","20:05:03.64",0.69
"155",39902767,"2022/01/04","20:21:59.06",1.15
"156",39902791,"2022/01/04","20:44:38.57",1.3
"157",39902815,"2022/01/04","21:04:50.49",1.04
"158",39902831,"2022/01/04","22:02:54.17",0.16
"159",39902839,"2022/01/04","22:57:32.82",1.05
"160",39902847,"2022/01/04","23:16:27.01",0.05
"161",39902855,"2022/01/04","23:46:40.70",0.08
"162",39902871,"2022/01/05","00:12:16.03",0.72
"163",39902879,"2022/01/05","00:23:35.58",0.81
"164",39902887,"2022/01/05","00:44:05.31",1.04
"165",39902895,"2022/01/05","01:24:39.45",2.05
"166",39902903,"2022/01/05","01:29:40.53",0.48
"167",39902911,"2022/01/05","02:05:33.91",1.81
"168",39902919,"2022/01/05","02:32:44.62",1.7
"169",39902935,"2022/01/05","03:09:34.77",1.78
"170",39902943,"2022/01/05","04:13:02.85",0.85
"171",39902959,"2022/01/05","04:17:15.24",1.52
"172",39902983,"2022/01/05","05:44:06.07",0.53
"173",39902991,"2022/01/05","06:00:18.29",0.38
"174",39902999,"2022/01/05","06:05:17.98",1.22
"175",39903007,"2022/01/05","06:05:43.78",0.68
"176",37487317,"2022/01/05","06:05:49.39",0.54
"177",39903015,"2022/01/05","06:41:19.86",0.61
"178",39903031,"2022/01/05","07:29:20.02",0.84
"179",39903039,"2022/01/05","07:35:56.43",1.3
"180",39903047,"2022/01/05","09:42:30.27",1.27
"181",39903055,"2022/01/05","10:06:15.61",1.25
"182",39903063,"2022/01/05","10:45:32.21",0.93
"183",39903071,"2022/01/05","11:02:50.70",1.23
"184",39903079,"2022/01/05","11:04:14.34",1.38
"185",39903087,"2022/01/05","11:30:15.01",0.97
"186",39903095,"2022/01/05","11:48:07.03",1.85
"187",39903103,"2022/01/05","12:39:24.82",1.26
"188",39903111,"2022/01/05","13:25:01.29",0.49
"189",39903119,"2022/01/05","13:30:21.25",1.71
"190",39903151,"2022/01/05","14:08:36.19",1.08
"191",39903159,"2022/01/05","14:19:01.90",0.9
"192",39903183,"2022/01/05","15:59:46.97",0.79
"193",39903215,"2022/01/05","16:52:07.08",1.4
"194",39903231,"2022/01/05","17:19:16.13",0.54
"195",39903247,"2022/01/05","18:07:29.87",0.41
"196",39903295,"2022/01/05","18:52:34.44",0.4
"197",39903303,"2022/01/05","19:01:18.86",0.83
"198",39903335,"2022/01/05","20:03:47.62",0.7
"199",39903343,"2022/01/05","20:07:08.79",1.02
"200",39903351,"2022/01/05","20:11:19.80",0.83
"201",39903359,"2022/01/05","20:11:35.29",0.86
"202",39903367,"2022/01/05","20:15:17.63",0.89
"203",39903399,"2022/01/05","20:53:04.43",1.33
"204",39903407,"2022/01/05","21:05:30.51",0.79
"205",39903415,"2022/01/05","21:14:33.67",1.48
"206",39903439,"2022/01/05","22:00:11.05",0.85
"207",39903487,"2022/01/05","23:46:00.12",0.59
"208",39903503,"2022/01/06","00:21:36.91",1.62
"209",39903551,"2022/01/06","02:23:28.95",1.14
"210",39903583,"2022/01/06","02:58:13.16",0.29
"211",39903615,"2022/01/06","03:43:29.85",0.73
"212",39903631,"2022/01/06","03:57:47.81",2.24
"213",39903639,"2022/01/06","03:59:11.83",1.19
"214",39903695,"2022/01/06","07:45:52.21",0.89
"215",39903703,"2022/01/06","07:58:12.48",0.25
"216",39903711,"2022/01/06","08:00:40.23",1.24
"217",39903719,"2022/01/06","08:31:22.19",0.91
"218",39903743,"2022/01/06","08:42:38.56",0.75
"219",39903751,"2022/01/06","08:52:43.88",1.46
"220",39903775,"2022/01/06","09:47:12.96",0.36
"221",39903783,"2022/01/06","10:10:08.57",1.15
"222",39903791,"2022/01/06","10:23:31.51",1.3
"223",39903799,"2022/01/06","10:42:26.11",1.02
"224",39903815,"2022/01/06","11:52:26.74",0.8
"225",39903847,"2022/01/06","13:06:54.83",0.54
"226",39903887,"2022/01/06","13:44:55.93",1.04
"227",39903895,"2022/01/06","13:53:12.21",0.81
"228",39903911,"2022/01/06","14:28:14.08",1.45
"229",39903919,"2022/01/06","14:43:22.94",1.05
"230",39903935,"2022/01/06","14:46:31.62",0.74
"231",39903983,"2022/01/06","15:41:39.97",0.51
"232",39904023,"2022/01/06","16:07:44.77",0.96
"233",39904031,"2022/01/06","16:07:58.86",1.26
"234",39904071,"2022/01/06","17:38:37.43",1.25
"235",39904127,"2022/01/06","18:43:35.94",2.03
"236",39904175,"2022/01/06","19:25:13.58",0.84
"237",39904191,"2022/01/06","19:41:04.22",1.56
"238",39904215,"2022/01/06","19:51:41.53",0.78
"239",39904223,"2022/01/06","20:08:07.86",1.4
"240",39904271,"2022/01/06","20:25:52.57",1.13
"241",39904343,"2022/01/06","21:06:57.89",1.34
"242",39904351,"2022/01/06","21:10:08.03",0.87
"243",39904375,"2022/01/06","21:22:39.36",0.56
"244",39904383,"2022/01/06","21:24:21.91",0.95
"245",39904399,"2022/01/06","21:34:23.25",1.73
"246",39904415,"2022/01/06","21:47:19.55",1.77
"247",39904463,"2022/01/06","22:51:57.39",1.58
"248",39904479,"2022/01/06","23:14:24.20",1.43
"249",39904519,"2022/01/07","00:13:34.91",0.55
"250",39904527,"2022/01/07","00:20:10.38",0.13
"251",39904535,"2022/01/07","01:04:42.69",0.97
"252",39904543,"2022/01/07","01:04:46.35",0.88
"253",39904591,"2022/01/07","02:55:57.08",1.36
"254",39904607,"2022/01/07","03:09:42.30",1.91
"255",39904615,"2022/01/07","03:11:16.72",0.6
"256",39904631,"2022/01/07","03:59:40.41",0.38
"257",39904639,"2022/01/07","04:43:18.40",2.35
"258",39904655,"2022/01/07","04:51:32.74",2.49
"259",39904671,"2022/01/07","05:06:58.49",1.07
"260",39904695,"2022/01/07","06:11:56.15",0.32
"261",39904703,"2022/01/07","06:13:51.49",0.68
"262",39904711,"2022/01/07","07:34:24.43",0.52
"263",39904719,"2022/01/07","07:56:13.75",0.42
"264",39904727,"2022/01/07","08:26:09.95",1.15
"265",39904735,"2022/01/07","08:42:58.60",1.68
"266",39904743,"2022/01/07","08:51:06.03",0.85
"267",39904759,"2022/01/07","09:49:39.89",0.41
"268",39904783,"2022/01/07","11:51:09.71",0.67
"269",39904799,"2022/01/07","12:20:53.04",1.6
"270",39904807,"2022/01/07","12:42:39.92",2.16
"271",39904815,"2022/01/07","12:50:25.67",0.59
"272",39904831,"2022/01/07","13:15:11.71",2.63
"273",39904839,"2022/01/07","13:21:09.71",1.26
"274",39904847,"2022/01/07","13:21:22.09",1.59
"275",39904855,"2022/01/07","13:29:26.00",1.29
"276",39904863,"2022/01/07","13:37:23.69",1.61
"277",39904871,"2022/01/07","13:43:39.25",1.92
"278",39904887,"2022/01/07","13:49:21.44",1.61
"279",39904895,"2022/01/07","13:50:41.02",1.41
"280",39904903,"2022/01/07","13:59:24.15",0.64
"281",39904927,"2022/01/07","14:36:42.47",1.46
"282",39904959,"2022/01/07","15:06:47.44",2.07
"283",39905023,"2022/01/07","16:23:15.48",0.8
"284",39905071,"2022/01/07","17:31:06.97",0.61
"285",39905087,"2022/01/07","17:46:44.95",0.95
"286",39905103,"2022/01/07","18:06:57.79",0.92
"287",39905111,"2022/01/07","18:10:55.12",0.68
"288",39905127,"2022/01/07","18:27:27.60",0.86
"289",39905143,"2022/01/07","20:03:41.15",0.96
"290",39905159,"2022/01/07","20:22:41.83",1.38
"291",39905207,"2022/01/07","21:05:31.65",0.69
"292",39905239,"2022/01/07","21:45:37.59",1.28
"293",39905247,"2022/01/07","22:01:52.64",1.1
"294",39905271,"2022/01/07","22:25:20.09",1.79
"295",39905295,"2022/01/07","22:37:59.75",1.57
"296",39905287,"2022/01/07","22:39:28.35",1.18
"297",39905343,"2022/01/07","23:26:05.59",0.77
"298",39905351,"2022/01/07","23:29:25.13",0.97
"299",39905359,"2022/01/07","23:39:15.54",1.71
"300",39905391,"2022/01/08","01:01:27.08",0
"301",37487397,"2022/01/08","01:01:29.46",0.25
"302",39905415,"2022/01/08","01:30:41.50",1.65
"303",39905431,"2022/01/08","01:42:07.00",0.89
"304",39905439,"2022/01/08","01:49:05.87",1
"305",39905487,"2022/01/08","02:34:26.27",1.59
"306",39905503,"2022/01/08","03:16:54.30",0.49
"307",39905511,"2022/01/08","03:41:35.67",0.57
"308",39905519,"2022/01/08","03:49:27.72",0.42
"309",37487429,"2022/01/08","05:21:09.12",0.18
"310",39905551,"2022/01/08","05:21:13.61",0.78
"311",39905559,"2022/01/08","05:38:49.40",0.92
"312",39905575,"2022/01/08","05:42:32.39",0.61
"313",39905583,"2022/01/08","05:56:26.62",0.59
"314",39905711,"2022/01/08","06:21:31.65",3.56
"315",39905719,"2022/01/08","06:24:54.86",2.02
"316",39905727,"2022/01/08","06:34:50.42",1.32
"317",37487437,"2022/01/08","07:00:15.79",0.14
"318",39905743,"2022/01/08","07:00:42.62",0.61
"319",39905759,"2022/01/08","07:10:28.51",0.86
"320",39905767,"2022/01/08","08:16:16.36",1.5
"321",39905775,"2022/01/08","08:24:40.36",1.11
"322",39905783,"2022/01/08","09:26:41.29",0.25
"323",39905791,"2022/01/08","10:00:54.34",0.84
"324",39905799,"2022/01/08","10:53:01.25",0.61
"325",39905807,"2022/01/08","11:03:29.97",1.62
"326",39905815,"2022/01/08","11:11:47.60",0.76
"327",39905823,"2022/01/08","12:00:29.07",0.44
"328",39905831,"2022/01/08","12:20:47.73",1.36
"329",39905847,"2022/01/08","12:43:58.29",0.92
"330",39905855,"2022/01/08","12:54:48.60",1.22
"331",39905863,"2022/01/08","13:00:56.19",0.65
"332",39905895,"2022/01/08","13:11:23.19",0.65
"333",37377620,"2022/01/08","13:11:47.37",0.45
"334",37377588,"2022/01/08","13:11:49.39",0.48
"335",37377628,"2022/01/08","13:11:51.48",0.73
"336",37377580,"2022/01/08","13:12:18.68",0.47
"337",39905887,"2022/01/08","13:13:42.41",1.05
"338",39905903,"2022/01/08","13:21:25.81",0.44
"339",39905975,"2022/01/08","14:55:43.38",0.33
"340",39905999,"2022/01/08","15:12:37.24",0.64
"341",39906007,"2022/01/08","15:41:47.43",0.96
"342",39906119,"2022/01/08","18:16:11.32",0.46
"343",39906135,"2022/01/08","18:58:12.14",0.03
"344",39906127,"2022/01/08","18:59:54.43",0.83
"345",39906151,"2022/01/08","19:14:39.53",1.28
"346",39906159,"2022/01/08","19:27:13.13",0.5
"347",37487741,"2022/01/08","19:28:07.52",0.35
"348",39906175,"2022/01/08","19:29:00.65",0.27
"349",39906167,"2022/01/08","19:30:43.92",1.62
"350",37487749,"2022/01/08","19:43:08.30",0.33
"351",39906183,"2022/01/08","19:49:22.87",0.65
"352",39906191,"2022/01/08","20:13:00.33",0.7
"353",37377724,"2022/01/08","21:12:26.34",0.41
"354",39906215,"2022/01/08","21:12:38.32",0.6
"355",39906239,"2022/01/08","22:05:20.89",0.65
"356",39906247,"2022/01/08","22:14:24.38",1.02
"357",39906271,"2022/01/08","22:30:57.89",0.73
"358",39906295,"2022/01/08","22:37:06.69",2.05
"359",39906319,"2022/01/08","22:48:48.66",0.05
"360",39906335,"2022/01/08","22:55:22.57",0.97
"361",39906351,"2022/01/08","23:15:14.84",1
"362",39906359,"2022/01/08","23:25:12.62",0.99
"363",39906367,"2022/01/08","23:33:12.10",0.73
"364",39906383,"2022/01/08","23:46:18.06",3.21
"365",39906391,"2022/01/08","23:48:05.37",1.91
"366",37378380,"2022/01/08","23:48:23.27",1.16
"367",39906399,"2022/01/08","23:48:55.39",1.02
"368",39906407,"2022/01/08","23:49:12.05",1.49
"369",39906415,"2022/01/08","23:50:51.03",0.74
"370",39906423,"2022/01/08","23:51:54.58",2.1
"371",39906431,"2022/01/08","23:52:40.74",0.99
"372",37378388,"2022/01/08","23:52:49.03",0.75
"373",39906439,"2022/01/08","23:53:35.07",0.59
"374",39906447,"2022/01/08","23:56:36.67",0.97
"375",37378396,"2022/01/08","23:57:08.67",0.48
"376",39906455,"2022/01/09","00:07:24.18",1.14
"377",39906463,"2022/01/09","00:09:32.56",0.98
"378",39906471,"2022/01/09","00:11:14.86",0.71
"379",39906487,"2022/01/09","00:37:32.43",0.61
"380",39906495,"2022/01/09","00:37:56.39",0.89
"381",39906503,"2022/01/09","00:40:37.42",1.07
"382",39906511,"2022/01/09","00:45:09.78",0.73
"383",39906519,"2022/01/09","01:08:11.76",0.68
"384",39906527,"2022/01/09","01:08:31.86",1.03
"385",39906535,"2022/01/09","01:51:13.22",0.75
"386",39906551,"2022/01/09","02:07:28.01",0.43
"387",39906559,"2022/01/09","02:08:16.91",0.49
"388",39906567,"2022/01/09","02:09:27.97",1.58
"389",39906575,"2022/01/09","02:42:49.76",0.66
"390",39906583,"2022/01/09","02:59:05.58",1.32
"391",39906599,"2022/01/09","03:26:12.37",1.09
"392",39906607,"2022/01/09","03:28:06.58",1.14
"393",39906615,"2022/01/09","03:38:46.67",1.28
"394",39906631,"2022/01/09","03:56:52.87",2.24
"395",37377884,"2022/01/09","03:58:50.26",0.22
"396",39906639,"2022/01/09","03:58:59.41",0.6
"397",39906647,"2022/01/09","03:59:45.56",0.22
"398",39906655,"2022/01/09","04:02:47.48",1.83
"399",39906663,"2022/01/09","04:05:52.83",0.71
"400",37377612,"2022/01/09","04:21:09.99",0.05
"401",39906671,"2022/01/09","04:21:22.87",0.3
"402",39906687,"2022/01/09","05:19:47.98",1.24
"403",39906695,"2022/01/09","05:22:49.68",0.6
"404",37377892,"2022/01/09","06:46:37.36",0.32
"405",39906719,"2022/01/09","06:46:51.47",0.71
"406",39906727,"2022/01/09","07:03:38.94",1.59
"407",39906735,"2022/01/09","07:09:06.56",1
"408",39906743,"2022/01/09","07:20:01.70",0.77
"409",39906759,"2022/01/09","09:13:16.01",1.97
"410",39906783,"2022/01/09","11:22:29.12",0.74
"411",39906791,"2022/01/09","11:29:13.63",0.83
"412",39906799,"2022/01/09","11:41:46.07",1.27
"413",39906807,"2022/01/09","11:49:20.30",0.88
"414",39906815,"2022/01/09","12:11:32.23",1.55
"415",39906863,"2022/01/09","14:17:04.98",0.76
"416",39906871,"2022/01/09","14:32:21.51",1.51
"417",37377740,"2022/01/09","15:57:35.03",0.17
"418",39906911,"2022/01/09","15:57:52.70",0.36
"419",39906919,"2022/01/09","16:01:32.17",1.52
"420",39906983,"2022/01/09","16:57:27.41",1.08
"421",39907007,"2022/01/09","17:20:55.12",1.26
"422",39907071,"2022/01/09","19:20:42.43",1.96
"423",39907079,"2022/01/09","19:27:06.36",1.27
"424",39907119,"2022/01/09","19:39:28.24",0.92
"425",39907127,"2022/01/09","20:02:52.07",2.23
"426",39907143,"2022/01/09","20:11:39.18",1.68
"427",39907159,"2022/01/09","20:17:51.61",1.01
"428",39907167,"2022/01/09","20:22:42.12",0.99
"429",39907183,"2022/01/09","20:56:19.43",1.56
"430",39907215,"2022/01/09","21:49:19.05",0.69
"431",39907239,"2022/01/09","23:36:58.09",0.9
"432",39907247,"2022/01/09","23:48:44.70",0.48
"433",39907255,"2022/01/10","00:10:30.66",0.59
"434",39907263,"2022/01/10","00:21:18.38",0.5
"435",37377732,"2022/01/10","00:21:25.39",0.61
"436",39907279,"2022/01/10","00:32:35.00",1.54
"437",39907287,"2022/01/10","00:34:11.04",1.4
"438",39907311,"2022/01/10","00:53:05.01",0.45
"439",39907343,"2022/01/10","01:34:42.14",1
"440",39907351,"2022/01/10","01:35:19.33",0.83
"441",39907359,"2022/01/10","02:40:45.09",1.13
"442",39907375,"2022/01/10","03:08:58.95",0.9
"443",39907391,"2022/01/10","03:37:17.01",0.38
"444",39907407,"2022/01/10","04:02:47.79",0.63
"445",39907415,"2022/01/10","04:14:20.81",0.71
"446",39907423,"2022/01/10","04:16:16.83",1.59
"447",39907447,"2022/01/10","05:24:36.87",1.36
"448",39907455,"2022/01/10","05:51:51.88",0.56
"449",39907463,"2022/01/10","06:02:26.32",0.63
"450",39907487,"2022/01/10","06:35:04.30",0.88
"451",39907495,"2022/01/10","06:39:35.37",0.52
"452",39907519,"2022/01/10","08:23:57.13",1.04
"453",39907535,"2022/01/10","09:05:25.94",0.7
"454",39907543,"2022/01/10","09:11:50.47",0.73
"455",39907551,"2022/01/10","10:06:56.81",1.26
"456",39907567,"2022/01/10","10:33:44.85",0.55
"457",37377748,"2022/01/10","10:42:06.31",0.24
"458",39907591,"2022/01/10","10:42:06.68",0.33
"459",39907575,"2022/01/10","10:44:06.09",0.85
"460",39907583,"2022/01/10","10:44:24.01",0.68
"461",39907615,"2022/01/10","11:20:02.69",0.76
"462",39907639,"2022/01/10","12:23:56.77",1.38
"463",39907663,"2022/01/10","12:48:35.49",1.8
"464",39907679,"2022/01/10","12:56:16.30",0.91
"465",39907687,"2022/01/10","13:39:59.77",0.52
"466",39907711,"2022/01/10","14:00:11.70",0.73
"467",39907735,"2022/01/10","14:47:13.94",0.9
"468",39907767,"2022/01/10","14:54:28.81",0.36
"469",39907791,"2022/01/10","15:16:32.60",0.96
"470",39907823,"2022/01/10","15:43:09.41",1.09
"471",39907871,"2022/01/10","16:33:07.48",0.68
"472",39907927,"2022/01/10","17:14:17.90",0.86
"473",39907975,"2022/01/10","18:00:07.32",0.61
"474",39908007,"2022/01/10","18:50:44.60",0.03
"475",39908023,"2022/01/10","18:59:47.04",2.61
"476",39908055,"2022/01/10","19:36:49.87",1.76
"477",39908039,"2022/01/10","19:39:06.38",0.78
"478",39908071,"2022/01/10","20:10:40.26",1.93
"479",39908087,"2022/01/10","20:24:57.83",1.23
"480",39908135,"2022/01/10","21:07:58.08",0.31
"481",39908159,"2022/01/10","21:31:52.25",0.7
"482",39908223,"2022/01/10","22:29:28.41",0.88
"483",39908231,"2022/01/10","22:33:14.96",0.86
"484",39908239,"2022/01/10","22:36:57.34",1.84
"485",39908287,"2022/01/10","23:10:12.41",1.08
"486",39908295,"2022/01/10","23:11:30.08",1.52
"487",39908327,"2022/01/10","23:31:21.72",0.8
"488",39908367,"2022/01/10","23:59:53.90",1.28
"489",39908391,"2022/01/11","00:59:19.39",0.07
"490",39908399,"2022/01/11","01:01:20.51",1.75
"491",39908407,"2022/01/11","01:39:13.60",1.89
"492",39908415,"2022/01/11","02:12:34.06",1.74
"493",39908423,"2022/01/11","03:02:43.59",1.28
"494",39908431,"2022/01/11","03:04:55.21",0.19
"495",39908439,"2022/01/11","03:13:56.39",0.69
"496",39908447,"2022/01/11","03:15:23.99",0.66
"497",39908455,"2022/01/11","03:21:21.65",1.75
"498",39908471,"2022/01/11","04:04:30.95",1.66
"499",39908479,"2022/01/11","04:24:20.57",1.13
"500",39908495,"2022/01/11","05:30:34.34",0.72
"501",39908503,"2022/01/11","05:36:41.72",1.4
"502",39908511,"2022/01/11","05:45:52.15",1.35
"503",39908519,"2022/01/11","05:47:24.83",2.83
"504",39908527,"2022/01/11","06:23:39.15",1.51
"505",39908567,"2022/01/11","06:59:58.95",1.32
"506",39908575,"2022/01/11","07:22:41.10",1.05
"507",39908591,"2022/01/11","08:18:53.62",0.52
"508",39908599,"2022/01/11","08:49:37.23",0.97
"509",39908607,"2022/01/11","09:18:11.98",1.68
"510",39908623,"2022/01/11","09:55:50.54",0.69
"511",39908631,"2022/01/11","10:01:29.68",0.72
"512",39908639,"2022/01/11","10:20:32.36",0.65
"513",39908647,"2022/01/11","10:28:12.70",1.53
"514",39908655,"2022/01/11","10:36:41.44",1.48
"515",39908671,"2022/01/11","10:41:53.22",0.97
"516",39908679,"2022/01/11","11:40:19.26",1.47
"517",39908695,"2022/01/11","11:41:49.81",2.52
"518",39908703,"2022/01/11","11:57:03.03",1.82
